,0,1,2,3
2179,deliver,0.5,0.25,0.0
2180,delivered,0.0,0.0,1.0
2181,delivering,0.0,0.0,1.0
2182,delivers,0.0,0.0,1.0
2183,delivery,0.125,0.25,0.0
2184,delon,0.0,0.0,1.0
2185,delpy,0.0,0.0,1.0
2186,delve,0.0,0.0,1.0
2187,delving,0.0,0.0,1.0
2188,demand,0.25,0.25,0.0
2189,demanded,0.0,0.0,1.0
2190,demanding,0.0,0.375,0.0
2191,demeanor,0.0,0.0,1.0
2192,demented,0.0,0.5,0.0
2193,demi,0.0,0.0,1.0
2194,demme,0.0,0.0,1.0
2195,democracy,0.0,0.0,1.0
2196,demographic,0.0,0.125,0.0
2197,demolition,0.0,0.0,1.0
2198,demon,0.625,0.556,0.0
2199,demonstrate,0.5,0.0,0.0
2200,demonstrated,0.125,0.0,0.0
2201,demonstrates,0.0,0.0,1.0
2202,demonstrating,0.0,0.0,1.0
2203,demonstration,0.5,0.0,0.0
2204,demy,0.0,0.0,1.0
2205,deneuve,0.0,0.0,1.0
2206,denied,0.0,0.0,1.0
2207,deniro,0.0,0.0,1.0
2208,denis,0.0,0.0,1.0
2209,denise,0.0,0.0,1.0
2210,dennis,0.0,0.0,1.0
2211,denominator,0.125,0.0,0.0
2212,denouement,0.0,0.0,1.0
2213,dense,0.0,0.25,0.0
2214,deny,0.25,0.875,0.0
2215,denying,0.0,0.0,1.0
2216,denzel,0.0,0.0,1.0
2217,depalma,0.0,0.0,1.0
2218,depardieu,0.0,0.0,1.0
2219,department,0.0,0.0,1.0
2220,departure,0.0,0.375,0.0
2221,depend,0.25,0.0,0.0
2222,dependent,0.0,0.75,0.0
2223,depending,0.0,0.0,1.0
2224,depends,0.0,0.0,1.0
2225,depict,0.0,0.0,1.0
2226,depicted,0.0,0.0,1.0
2227,depicting,0.0,0.0,1.0
2228,depiction,0.0,0.0,1.0
2229,depicts,0.0,0.0,1.0
2230,depp,0.0,0.0,1.0
2231,depraved,0.0,0.875,0.0
2232,depravity,0.75,0.125,0.0
2233,depressed,0.125,0.875,0.0
2234,depressing,0.125,0.625,0.0
2235,depressingly,0.0,0.375,0.0
2236,depression,0.125,0.625,0.0
2237,depth,0.375,0.25,0.0
2238,derby,0.0,0.0,1.0
2239,derek,0.0,0.0,1.0
2240,derivative,0.125,0.375,0.0
2241,derived,0.25,0.0,0.0
2242,dern,0.0,0.0,1.0
2243,descent,0.0,0.0,1.0
2244,deschanel,0.0,0.0,1.0
2245,describe,0.0,0.0,1.0
2246,described,0.0,0.0,1.0
2247,describes,0.0,0.0,1.0
2248,describing,0.0,0.0,1.0
2249,description,0.0,0.125,0.0
2250,desert,0.0,0.375,0.0
2251,deserve,0.75,0.125,0.0
2252,deserved,0.5,0.0,0.0
2253,deservedly,0.0,0.0,1.0
2254,deserves,0.0,0.0,1.0
2255,deserving,0.25,0.0,0.0
2256,design,0.375,0.0,0.0
2257,designated,0.0,0.0,1.0
2258,designed,0.0,0.0,1.0
2259,designer,0.0,0.0,1.0
2260,desirable,0.5,0.0,0.0
2261,desire,0.5,0.125,0.0
2262,desired,0.625,0.0,0.0
2263,desk,0.0,0.0,1.0
2264,despair,0.25,0.625,0.0
2265,desperado,0.0,0.0,1.0
2266,desperate,0.5,0.625,0.0
2267,desperately,0.125,0.125,0.0
2268,desperation,0.0,0.25,0.0
2269,despicable,0.0,0.5,0.0
2270,despise,0.0,0.375,0.0
2271,despite,0.0,0.625,0.0
2272,destination,0.0,0.0,1.0
2273,destined,0.0,0.0,1.0
2274,destiny,0.0,0.0,1.0
2275,destroy,0.125,0.5,0.0
2276,destroyed,0.5,0.625,0.0
2277,destroys,0.0,0.0,1.0
2278,destruction,0.0,0.0,1.0
2279,destructive,0.0,0.625,0.0
2280,detached,0.5,0.625,0.0
2281,detachment,0.125,0.25,0.0
2282,detail,0.125,0.0,0.0
2283,detailed,0.5,0.0,0.0
2284,detailing,0.0,0.0,1.0
2285,detective,0.125,0.125,0.0
2286,determination,0.125,0.25,0.0
2287,determine,0.0,0.125,0.0
2288,determined,0.5,0.5,0.0
2289,determines,0.0,0.0,1.0
2290,detour,0.0,0.0,1.0
2291,detract,0.0,0.0,1.0
2292,detractor,0.125,0.125,0.0
2293,detracts,0.0,0.0,1.0
2294,detriment,0.0,0.25,0.0
2295,deus,0.0,0.0,1.0
2296,devastating,0.5,0.75,0.0
2297,devastation,0.25,0.625,0.0
2298,develop,0.25,0.125,0.0
2299,developed,0.375,0.0,0.0
2300,developing,0.0,0.0,1.0
2301,development,0.0,0.0,1.0
2302,develops,0.0,0.0,1.0
2303,device,0.125,0.25,0.0
2304,devil,0.444,0.556,0.0
2305,devilish,0.25,0.75,0.0
2306,devine,0.0,0.0,1.0
2307,devised,0.0,0.0,1.0
2308,devito,0.0,0.0,1.0
2309,devlin,0.0,0.0,1.0
2310,devoid,0.25,0.5,0.0
2311,devolves,0.0,0.0,1.0
2312,devoted,0.625,0.0,0.0
2313,devotion,0.375,0.25,0.0
2314,dexter,0.0,0.0,1.0
2315,di,0.0,0.0,1.0
2316,diabolical,0.125,0.875,0.0
2317,diabolique,0.0,0.0,1.0
2318,dialog,0.25,0.0,0.0
2319,dialogue,0.25,0.0,0.0
2320,diamond,0.0,0.0,1.0
2321,diane,0.0,0.0,1.0
2322,diary,0.0,0.0,1.0
2323,diatribe,0.0,0.0,1.0
2324,diaz,0.375,0.0,0.0
2325,dicaprio,0.0,0.0,1.0
2326,dicillo,0.0,0.0,1.0
2327,dick,0.0,0.125,0.0
2328,dickens,0.0,0.0,1.0
2329,didactic,0.125,0.375,0.0
2330,die,0.25,0.375,0.0
2331,died,0.0,0.0,1.0
2332,diehard,0.0,0.0,1.0
2333,diet,0.25,0.125,0.0
2334,difference,0.25,0.625,0.0
2335,different,0.625,0.625,0.0
2336,differentiate,0.25,0.25,0.0
2337,differently,0.25,0.0,0.0
2338,differing,0.0,0.0,1.0
2339,difficult,0.0,0.75,0.0
2340,difficulty,0.0,0.5,0.0
2341,dig,0.125,0.125,0.0
2342,digest,0.125,0.5,0.0
2343,digital,0.125,0.0,0.0
2344,dignity,0.75,0.0,0.0
2345,dilemma,0.0,0.25,0.0
2346,dillon,0.0,0.0,1.0
2347,diluted,0.0,0.625,0.0
2348,dim,0.375,0.75,0.0
2349,dime,0.0,0.0,1.0
2350,dimension,0.0,0.0,1.0
2351,dimensional,0.5,0.0,0.0
2352,diminish,0.375,0.125,0.0
2353,diminished,0.125,0.5,0.0
2354,dimwitted,0.0,0.0,1.0
2355,diner,0.0,0.0,1.0
2356,dining,0.0,0.0,1.0
2357,dinner,0.0,0.0,1.0
2358,dinosaur,0.0,0.0,1.0
2359,dire,0.0,0.625,0.0
2360,direct,0.75,0.25,0.0
2361,directed,0.5,0.0,0.0
2362,directing,0.0,0.0,1.0
2363,direction,0.125,0.0,0.0
2364,directly,0.5,0.375,0.0
2365,director,0.0,0.0,1.0
2366,directorial,0.0,0.0,1.0
2367,directorwriter,0.0,0.0,1.0
2368,directs,0.0,0.0,1.0
2369,directtovideo,0.0,0.0,1.0
2370,dirt,0.0,0.625,0.0
2371,dirty,0.375,0.75,0.0
2372,disagree,0.25,0.125,0.0
2373,disappear,0.125,0.5,0.0
2374,disappearance,0.0,0.0,1.0
2375,disappears,0.0,0.0,1.0
2376,disappoint,0.0,0.25,0.0
2377,disappointed,0.0,0.5,0.0
2378,disappointing,0.0,0.75,0.0
2379,disappointingly,0.25,0.0,0.0
2380,disappointment,0.0,0.75,0.0
2381,disappoints,0.0,0.0,1.0
2382,disarming,0.75,0.125,0.0
2383,disaster,0.0,0.5,0.0
2384,disastrous,0.0,0.75,0.0
2385,disbelief,0.375,0.0,0.0
2386,discernible,0.75,0.0,0.0
2387,disclosure,0.0,0.0,1.0
2388,disco,0.0,0.0,1.0
2389,discomfort,0.0,0.25,0.0
2390,disconcerting,0.0,0.75,0.0
2391,disconnected,0.125,0.625,0.0
2392,discover,0.0,0.0,1.0
2393,discovered,0.0,0.0,1.0
2394,discovery,0.625,0.0,0.0
2395,discrimination,0.0,0.0,1.0
2396,discus,0.0,0.0,1.0
2397,discussed,0.0,0.0,1.0
2398,discussing,0.0,0.0,1.0
2399,discussion,0.0,0.0,1.0
2400,disdain,0.375,0.625,0.0
2401,disease,0.375,0.25,0.0
2402,disguise,0.375,0.25,0.0
2403,disguised,0.25,0.375,0.0
2404,disgust,0.375,0.625,0.0
2405,disgusted,0.375,0.125,0.0
2406,disgusting,0.25,0.75,0.0
2407,dish,0.5,0.0,0.0
2408,disjointed,0.125,0.25,0.0
2409,dislike,0.0,0.625,0.0
2410,dismal,0.0,0.625,0.0
2411,dismiss,0.0,0.0,1.0
2412,dismissed,0.0,0.0,1.0
2413,disney,0.0,0.0,1.0
2414,disneyland,0.0,0.0,1.0
2415,disorder,0.0,0.375,0.0
2416,disparate,0.625,0.25,0.0
2417,dispassionate,0.375,0.0,0.0
2418,display,0.125,0.0,0.0
2419,displayed,0.0,0.0,1.0
2420,displaying,0.0,0.0,1.0
2421,disposable,0.5,0.0,0.0
2422,disposal,0.375,0.0,0.0
2423,disquieting,0.0,0.625,0.0
2424,disregard,0.125,0.5,0.0
2425,dissatisfaction,0.125,0.5,0.0
2426,dissatisfying,0.0,0.0,1.0
2427,disservice,0.0,0.0,1.0
2428,dissimilar,0.125,0.625,0.0
2429,dissolve,0.0,0.125,0.0
2430,dissonant,0.25,0.75,0.0
2431,distance,0.0,0.125,0.0
2432,distant,0.25,0.0,0.0
2433,distasteful,0.25,0.75,0.0
2434,distinct,0.5,0.25,0.0
2435,distinction,0.875,0.25,0.0
2436,distinctive,0.0,0.0,1.0
2437,distinctly,0.0,0.0,1.0
2438,distinguish,0.5,0.25,0.0
2439,distinguished,0.375,0.0,0.0
2440,distorted,0.25,0.375,0.0
2441,distract,0.0,0.125,0.0
2442,distracted,0.0,0.25,0.0
2443,distracting,0.0,0.0,1.0
2444,distraction,0.125,0.5,0.0
2445,distress,0.125,0.875,0.0
2446,distressing,0.0,1.0,0.0
2447,distressingly,0.0,0.0,1.0
2448,distribution,0.25,0.0,0.0
2449,distributor,0.0,0.0,1.0
2450,disturb,0.25,0.625,0.0
2451,disturbed,0.0,0.875,0.0
2452,disturbing,0.0,0.875,0.0
2453,ditzy,0.0,0.0,1.0
2454,dive,0.0,0.125,0.0
2455,diverse,0.125,0.25,0.0
2456,diversion,0.25,0.125,0.0
2457,diverting,0.5,0.0,0.0
2458,divide,0.0,0.375,0.0
2459,divided,0.0,0.0,1.0
2460,division,0.25,0.125,0.0
2461,divorce,0.0,0.0,1.0
2462,dizzy,0.0,0.75,0.0
2463,dizzying,0.0,0.0,1.0
2464,doc,0.0,0.0,1.0
2465,doctor,0.0,0.125,0.0
2466,document,0.125,0.0,0.0
2467,documentarians,0.0,0.0,1.0
2468,documentary,0.375,0.375,0.0
2469,dog,0.0,1.0,0.0
2470,dogma,0.0,0.0,1.0
2471,doll,0.0,0.0,1.0
2472,dollar,0.0,0.125,0.0
2473,dollhouse,0.0,0.0,1.0
2474,dolores,0.0,0.0,1.0
2475,domestic,0.125,0.0,0.0
2476,dominate,0.0,0.0,1.0
2477,dominated,0.25,1.0,0.0
2478,dominates,0.0,0.0,1.0
2479,dominating,0.25,0.125,0.0
2480,dominique,0.0,0.0,1.0
2481,donald,0.0,0.0,1.0
2482,donaldson,0.0,0.0,1.0
2483,done,0.0,0.0,1.0
2484,donna,0.25,0.0,0.0
2485,donner,0.0,0.0,1.0
2486,donnie,0.0,0.0,1.0
2487,donofrio,0.0,0.0,1.0
2488,donovan,0.0,0.0,1.0
2489,doom,0.0,0.75,0.0
2490,doomed,0.125,0.75,0.0
2491,door,0.0,0.0,1.0
2492,dope,0.375,0.0,0.0
2493,dopey,0.25,0.375,0.0
2494,dor,0.0,0.0,1.0
2495,dora,0.0,0.0,1.0
2496,dorff,0.0,0.0,1.0
2497,dorothy,0.0,0.0,1.0
2498,dos,0.0,0.0,1.0
2499,dose,0.125,0.0,0.0
2500,dot,0.125,0.125,0.0
2501,double,0.5,0.625,0.0
2502,doubt,0.5,0.0,0.0
2503,doubtfire,0.0,0.0,1.0
2504,doubtless,0.5,0.0,0.0
2505,doug,0.0,0.0,1.0
2506,douglas,0.0,0.0,1.0
2507,dour,0.5,0.75,0.0
2508,dove,0.125,0.0,0.0
2509,down,0.5,0.875,0.0
2510,downbeat,0.0,0.0,1.0
2511,downer,0.0,0.0,1.0
2512,downey,0.0,0.0,1.0
2513,downfall,0.25,0.75,0.0
2514,downhill,0.0,0.125,0.0
2515,downright,0.75,0.25,0.0
2516,downside,0.125,0.0,0.0
2517,doyle,0.0,0.0,1.0
2518,dozen,0.0,0.0,1.0
2519,dr,0.0,0.0,1.0
2520,drab,0.0,0.625,0.0
2521,draco,0.0,0.0,1.0
2522,dracula,0.25,0.0,0.0
2523,drag,0.5,0.375,0.0
2524,dragged,0.0,0.0,1.0
2525,dragging,0.125,0.5,0.0
2526,dragon,0.0,0.375,0.0
2527,dragonheart,0.0,0.0,1.0
2528,drain,0.0,0.25,0.0
2529,drained,0.0,0.0,1.0
2530,drama,0.75,0.0,0.0
2531,dramatic,0.5,0.125,0.0
2532,dramatically,0.375,0.0,0.0
2533,dramatics,0.0,0.0,1.0
2534,draw,0.125,0.0,0.0
2535,drawback,0.375,0.125,0.0
2536,drawing,0.0,0.0,1.0
2537,drawn,0.0,0.625,0.0
2538,drawnout,0.0,0.0,1.0
2539,dread,0.125,0.625,0.0
2540,dreadful,0.125,0.875,0.0
2541,dreadfully,0.25,0.75,0.0
2542,dream,0.5,0.125,0.0
2543,dreamer,0.125,0.0,0.0
2544,dreamlike,0.25,0.125,0.0
2545,dreamworks,0.0,0.0,1.0
2546,dreamy,0.5,0.25,0.0
2547,dreary,0.0,0.625,0.0
2548,drescher,0.0,0.0,1.0
2549,dress,0.5,0.125,0.0
2550,dressed,0.125,0.25,0.0
2551,dressing,0.0,0.125,0.0
2552,drew,0.0,0.0,1.0
2553,dreyer,0.0,0.0,1.0
2554,dreyfus,0.0,0.0,1.0
2555,drift,0.125,0.375,0.0
2556,drifting,0.0,0.0,1.0
2557,drill,0.125,0.0,0.0
2558,drink,0.25,0.0,0.0
2559,drinking,0.0,0.0,1.0
2560,drip,0.0,0.0,1.0
2561,dripping,0.0,0.125,0.0
2562,drive,0.5,0.125,0.0
2563,drivein,0.0,0.0,1.0
2564,drivel,0.25,0.0,0.0
2565,driven,0.375,0.0,0.0
2566,driver,0.0,0.0,1.0
2567,driving,0.25,0.125,0.0
2568,droll,0.75,0.0,0.0
2569,drone,0.0,0.25,0.0
2570,drop,0.125,0.25,0.0
2571,dropped,0.0,0.0,1.0
2572,dropping,0.25,0.0,0.0
2573,drove,0.25,0.0,0.0
2574,drown,0.0,0.0,1.0
2575,drowning,0.0,0.0,1.0
2576,drug,0.0,0.0,1.0
2577,drum,0.0,0.0,1.0
2578,drunk,0.125,0.0,0.0
2579,drunken,0.25,0.0,0.0
2580,dry,0.5,0.75,0.0
2581,du,0.0,0.0,1.0
2582,dual,0.5,0.25,0.0
2583,duality,0.0,0.0,1.0
2584,dubbed,0.0,0.0,1.0
2585,dubbing,0.0,0.0,1.0
2586,dubious,0.0,0.25,0.0
2587,duchovny,0.0,0.0,1.0
2588,duck,0.0,0.125,0.0
2589,dud,0.0,0.625,0.0
2590,dude,0.0,0.0,1.0
2591,dudley,0.0,0.0,1.0
2592,due,0.75,0.25,0.0
2593,duel,0.0,0.0,1.0
2594,duet,0.0,0.125,0.0
2595,duigan,0.0,0.0,1.0
2596,duke,0.5,0.0,0.0
2597,dull,0.5,0.5,0.0
2598,dullness,0.5,0.5,0.0
2599,duma,0.0,0.0,1.0
2600,dumb,0.0,0.625,0.0
2601,dumber,0.0,0.0,1.0
2602,dumped,0.0,0.0,1.0
2603,dunaway,0.0,0.0,1.0
2604,duncan,0.0,0.0,1.0
2605,dundee,0.0,0.0,1.0
2606,dunn,0.0,0.0,1.0
2607,dunne,0.0,0.0,1.0
2608,dunst,0.0,0.0,1.0
2609,duo,0.0,0.125,0.0
2610,duplicate,0.25,0.125,0.0
2611,durham,0.0,0.0,1.0
2612,dusk,0.0,0.0,1.0
2613,dust,0.0,0.375,0.0
2614,dustin,0.0,0.0,1.0
2615,dutch,0.0,0.0,1.0
2616,dutton,0.0,0.0,1.0
2617,duty,0.0,0.0,1.0
2618,duvall,0.0,0.0,1.0
2619,dwell,0.0,0.0,1.0
2620,dwight,0.0,0.0,1.0
2621,dy,0.0,0.0,1.0
2622,dying,0.125,0.625,0.0
2623,dylan,0.0,0.0,1.0
2624,dynamic,0.5,0.25,0.0
2625,dysfunctional,0.0,0.0,1.0
2626,eager,0.625,0.25,0.0
2627,ear,0.75,0.25,0.0
2628,earl,0.0,0.0,1.0
2629,earlier,0.0,0.0,1.0
2630,early,0.375,0.25,0.0
2631,earn,0.125,0.0,0.0
2632,earned,0.125,0.0,0.0
2633,earnest,0.375,0.5,0.0
2634,earnestly,0.25,0.0,0.0
2635,earnestness,0.5,0.125,0.0
2636,earns,0.0,0.0,1.0
2637,earp,0.0,0.0,1.0
2638,earth,0.0,0.625,0.0
2639,earthy,0.375,0.75,0.0
2640,ease,0.375,0.875,0.0
2641,easier,0.0,0.0,1.0
2642,easiest,0.0,0.0,1.0
2643,easily,0.5,0.0,0.0
2644,east,0.0,0.0,1.0
2645,eastern,0.0,0.0,1.0
2646,eastwood,0.0,0.0,1.0
2647,easy,0.75,0.625,0.0
2648,easygoing,0.375,0.625,0.0
2649,eat,0.25,0.0,0.0
2650,eaten,0.0,0.0,1.0
2651,eating,0.0,0.0,1.0
2652,eats,0.0,0.0,1.0
2653,ebert,0.0,0.0,1.0
2654,eccentric,0.0,0.5,0.0
2655,eccentricity,0.375,0.375,0.0
2656,eccleston,0.0,0.0,1.0
2657,echo,0.375,0.125,0.0
2658,eclectic,0.375,0.0,0.0
2659,eclipse,0.0,0.0,1.0
2660,economic,0.5,0.0,0.0
2661,economy,0.125,0.25,0.0
2662,ed,0.0,0.5,0.0
2663,eddie,0.0,0.0,1.0
2664,edelman,0.0,0.0,1.0
2665,eden,0.625,0.125,0.0
2666,edge,0.25,0.0,0.0
2667,edginess,0.0,0.25,0.0
2668,edgy,0.0,0.0,1.0
2669,edit,0.0,0.0,1.0
2670,edited,0.0,0.0,1.0
2671,editing,0.0,0.0,1.0
2672,edition,0.0,0.0,1.0
2673,editor,0.0,0.0,1.0
2674,edits,0.0,0.0,1.0
2675,edtv,0.0,0.0,1.0
2676,eduardo,0.0,0.0,1.0
2677,education,0.625,0.0,0.0
2678,edward,0.25,0.0,0.0
2679,eerie,0.25,0.5,0.0
2680,effect,0.0,0.25,0.0
2681,effective,0.5,0.125,0.0
2682,effectively,0.5,0.0,0.0
2683,effectiveness,0.375,0.125,0.0
2684,efficient,0.5,0.375,0.0
2685,effort,0.375,0.125,0.0
2686,effortless,0.375,0.5,0.0
2687,effortlessly,0.125,0.125,0.0
2688,egg,0.0,0.0,1.0
2689,ego,0.5,0.375,0.0
2690,egoyan,0.0,0.0,1.0
2691,egypt,0.0,0.0,1.0
2692,eight,0.0,0.0,1.0
2693,eighty,0.0,0.0,1.0
2694,either,0.0,0.0,1.0
2695,el,0.0,0.0,1.0
2696,elaborate,0.625,0.125,0.0
2697,elaine,0.0,0.0,1.0
2698,elderly,0.5,0.0,0.0
2699,elected,0.0,0.0,1.0
2700,election,0.5,0.0,0.0
2701,electric,0.125,0.5,0.0
2702,electrifying,0.25,0.5,0.0
2703,electronic,0.0,0.0,1.0
2704,elegant,0.5,0.125,0.0
2705,element,0.125,0.5,0.0
2706,elena,0.0,0.0,1.0
2707,elephant,0.0,0.0,1.0
2708,elevate,0.375,0.25,0.0
2709,elevated,0.625,0.0,0.0
2710,elevates,0.0,0.0,1.0
2711,elevator,0.0,0.0,1.0
2712,eleven,0.0,0.0,1.0
2713,elfman,0.0,0.0,1.0
2714,elfont,0.0,0.0,1.0
2715,elia,0.0,0.0,1.0
2716,elicit,0.25,0.25,0.0
2717,elicits,0.0,0.0,1.0
2718,elijah,0.0,0.0,1.0
2719,eliminated,0.0,0.0,1.0
2720,elisabeth,0.0,0.0,1.0
2721,elite,0.375,0.0,0.0
2722,elitist,0.0,0.0,1.0
2723,elizabeth,0.0,0.25,0.0
2724,ellen,0.0,0.0,1.0
2725,elli,0.0,0.0,1.0
2726,elliot,0.0,0.0,1.0
2727,elliott,0.0,0.0,1.0
2728,elmer,0.0,0.0,1.0
2729,eloquent,0.375,0.125,0.0
2730,else,0.0,0.0,1.0
2731,elsewhere,0.0,0.0,1.0
2732,elusive,0.625,0.625,0.0
2733,elvis,0.0,0.0,1.0
2734,em,0.0,0.0,1.0
2735,emanating,0.0,0.0,1.0
2736,embarrassed,0.0,0.5,0.0
2737,embarrassing,0.0,0.75,0.0
2738,embarrassingly,0.0,0.375,0.0
2739,embarrassment,0.25,0.25,0.0
2740,embrace,0.375,0.0,0.0
2741,embraced,0.0,0.0,1.0
2742,emerge,0.25,0.0,0.0
2743,emerged,0.0,0.0,1.0
2744,emerges,0.0,0.0,1.0
2745,emerging,0.0,0.0,1.0
2746,emilio,0.0,0.0,1.0
2747,emily,0.0,0.0,1.0
2748,eminently,0.375,0.0,0.0
2749,emma,0.0,0.0,1.0
2750,emmanuelle,0.0,0.0,1.0
2751,emmerich,0.0,0.0,1.0
2752,emmet,0.0,0.0,1.0
2753,emoting,0.0,0.0,1.0
2754,emotion,0.625,0.0,0.0
2755,emotional,0.625,0.5,0.0
2756,emotionally,0.125,0.0,0.0
2757,emotionless,0.25,0.5,0.0
2758,emotive,0.5,0.25,0.0
2759,empathize,0.125,0.0,0.0
2760,empathy,0.125,0.25,0.0
2761,emperor,0.0,0.0,1.0
2762,emphasis,0.75,0.125,0.0
2763,emphasize,0.0,0.0,1.0
2764,emphasized,0.25,0.0,0.0
2765,emphasizes,0.0,0.0,1.0
2766,emphasizing,0.125,0.0,0.0
2767,empire,0.0,0.0,1.0
2768,employ,0.0,0.0,1.0
2769,employed,0.0,0.0,1.0
2770,employee,0.0,0.0,1.0
2771,employer,0.0,0.0,1.0
2772,employing,0.0,0.0,1.0
2773,empowerment,0.0,0.0,1.0
2774,emptiness,0.0,0.75,0.0
2775,empty,0.5,0.0,0.0
2776,en,0.0,0.0,1.0
2777,enamored,0.75,0.0,0.0
2778,enchanted,0.375,0.0,0.0
2779,enchanting,0.5,0.0,0.0
2780,encounter,0.0,0.5,0.0
2781,encourage,0.25,0.0,0.0
2782,encourages,0.0,0.0,1.0
2783,end,0.0,0.0,1.0
2784,endearing,0.5,0.0,0.0
2785,endearment,0.5,0.0,0.0
2786,endeavor,0.375,0.25,0.0
2787,ended,0.375,0.0,0.0
2788,ending,0.0,0.0,1.0
2789,endless,0.25,0.125,0.0
2790,endurance,0.25,0.125,0.0
2791,endure,0.0,0.625,0.0
2792,endured,0.0,0.0,1.0
2793,enduring,0.375,0.625,0.0
2794,enemy,0.0,0.0,1.0
2795,energetic,0.375,0.125,0.0
2796,energized,0.0,0.0,1.0
2797,energy,0.625,0.125,0.0
2798,engage,0.125,0.0,0.0
2799,engaged,0.125,0.125,0.0
2800,engagement,0.0,0.0,1.0
2801,engages,0.0,0.0,1.0
2802,engaging,0.875,0.0,0.0
2803,engender,0.0,0.0,1.0
2804,engine,0.0,0.0,1.0
2805,england,0.0,0.0,1.0
2806,english,0.0,0.0,1.0
2807,englishlanguage,0.0,0.0,1.0
2808,englishman,0.0,0.0,1.0
2809,engrossed,0.25,0.125,0.0
2810,engrossing,0.5,0.0,0.0
2811,enhance,0.5,0.0,0.0
2812,enhanced,0.5,0.125,0.0
2813,enhances,0.0,0.0,1.0
2814,enigma,0.25,0.625,0.0
2815,enigmatic,0.25,0.5,0.0
2816,enjoy,1.0,0.25,0.0
2817,enjoyable,0.5,0.25,0.0
2818,enjoyed,0.0,0.0,1.0
2819,enjoying,0.0,0.0,1.0
2820,enjoyment,0.5,0.0,0.0
2821,enjoys,0.0,0.0,1.0
2822,enlightening,0.625,0.0,0.0
2823,enliven,0.125,0.0,0.0
2824,ennio,0.0,0.0,1.0
2825,enormous,0.0,0.0,1.0
2826,enormously,0.0,0.25,0.0
2827,enough,0.125,0.0,0.0
2828,enraptured,0.25,0.5,0.0
2829,ensemble,0.0,0.125,0.0
2830,entendres,0.0,0.0,1.0
2831,enter,0.0,0.0,1.0
2832,entered,0.0,0.0,1.0
2833,entering,0.0,0.0,1.0
2834,enterprise,0.375,0.25,0.0
2835,enters,0.0,0.0,1.0
2836,entertain,0.125,0.0,0.0
2837,entertained,0.0,0.125,0.0
2838,entertainer,0.25,0.0,0.0
2839,entertaining,0.625,0.25,0.0
2840,entertainment,0.0,0.0,1.0
2841,entertains,0.0,0.0,1.0
2842,enthralled,0.0,0.75,0.0
2843,enthralling,0.5,0.0,0.0
2844,enthusiasm,0.5,0.625,0.0
2845,enthusiastic,0.625,0.0,0.0
2846,entire,0.5,0.0,0.0
2847,entirely,0.5,0.25,0.0
2848,entirety,0.125,0.0,0.0
2849,entrance,0.5,0.0,0.0
2850,entrapment,0.0,0.75,0.0
2851,entry,0.0,0.0,1.0
2852,envelope,0.125,0.0,0.0
2853,environment,0.0,0.0,1.0
2854,environmental,0.0,0.125,0.0
2855,envision,0.0,0.125,0.0
2856,envisioned,0.125,0.125,0.0
2857,envy,0.625,0.5,0.0
2858,ephron,0.0,0.0,1.0
2859,epic,0.75,0.25,0.0
2860,epilogue,0.0,0.0,1.0
2861,epiphany,0.5,0.0,0.0
2862,episode,0.0,0.0,1.0
2863,episodic,0.125,0.125,0.0
2864,epithet,0.0,0.0,1.0
2865,epoque,0.0,0.0,1.0
2866,equal,0.5,0.25,0.0
2867,equality,0.0,0.5,0.0
2868,equally,0.0,0.125,0.0
2869,equate,0.0,0.0,1.0
2870,equipment,0.0,0.0,1.0
2871,equivalent,0.125,0.0,0.0
2872,era,0.0,0.625,0.0
2873,eraser,0.0,0.0,1.0
2874,eric,0.0,0.0,1.0
2875,erik,0.0,0.0,1.0
2876,erin,0.0,0.0,1.0
2877,ernest,0.0,0.0,1.0
2878,ernie,0.0,0.0,1.0
2879,erotic,0.625,0.0,0.0
2880,eroticism,0.5,0.0,0.0
2881,erratic,0.0,0.5,0.0
2882,errol,0.0,0.0,1.0
2883,error,0.5,0.625,0.0
2884,escape,0.375,0.375,0.0
2885,escapism,0.0,0.375,0.0
2886,escapist,0.0,0.0,1.0
2887,eschewing,0.0,0.0,1.0
2888,eschews,0.0,0.0,1.0
2889,especially,0.0,0.0,1.0
2890,espionage,0.0,0.0,1.0
2891,essay,0.375,0.25,0.0
2892,essayed,0.0,0.0,1.0
2893,essence,0.25,0.0,0.0
2894,essential,0.75,0.125,0.0
2895,essentially,0.5,0.0,0.0
2896,establish,0.5,0.0,0.0
2897,established,0.75,0.0,0.0
2898,establishes,0.0,0.0,1.0
2899,establishing,0.0,0.0,1.0
2900,establishment,0.0,0.0,1.0
2901,eszterhas,0.0,0.0,1.0
2902,et,0.0,0.0,1.0
2903,etc,0.0,0.0,1.0
2904,eternal,0.25,0.0,0.0
2905,eternity,0.125,0.0,0.0
2906,ethan,0.0,0.0,1.0
2907,ethereal,0.625,0.375,0.0
2908,ethic,0.5,0.0,0.0
2909,ethical,0.75,0.25,0.0
2910,ethnic,0.0,0.625,0.0
2911,eugene,0.0,0.0,1.0
2912,europe,0.0,0.0,1.0
2913,european,0.0,0.0,1.0
2914,evaluate,0.0,0.0,1.0
2915,evans,0.0,0.0,1.0
2916,eve,0.0,0.0,1.0
2917,even,0.375,0.375,0.0
2918,evenhanded,0.0,0.0,1.0
2919,evening,0.0,0.0,1.0
2920,event,0.0,0.0,1.0
